year,league_id,player_name,team_name,prev_team_name,birth,position
2015,1,茂木 駿佑,ベガルタ仙台,仙台ユース,1996.10.02,MF
2015,1,西村 拓真,ベガルタ仙台,富山第一高,1996.10.22,FW
2015,1,摂津 颯登,モンテディオ山形,山形ユース,1996.10.05,GK
2015,1,高木 利弥,モンテディオ山形,神奈川大,1992.11.25,DF
2015,1,大橋 尚志,鹿島アントラーズ,鹿島ユース,1996.12.01,MF
2015,1,鈴木 優磨,鹿島アントラーズ,鹿島ユース,1996.04.26,FW
2015,1,久保田 和音,鹿島アントラーズ,大阪桐蔭高,1997.01.01,MF
2015,1,斎藤 翔太,浦和レッズ,浦和ユース,1996.12.07,MF
2015,1,茂木 力也,浦和レッズ,浦和ユース,1996.09.27,DF
2015,1,中山 雄太,柏レイソル,柏U-18,1997.02.16,DF
2015,1,大島 康樹,柏レイソル,柏U-18,1996.05.30,FW
2015,1,三浦 龍輝,柏レイソル,明治大,1992.05.17,GK
2015,1,佐々木 渉,ＦＣ東京,FC東京U-18,1996.07.28,MF
2015,1,小川 諒也,ＦＣ東京,流通経済大学付属柏高,1996.11.24,DF
2015,1,三好 康児,川崎フロンターレ,川崎ＦU-18,1997.03.26,MF
2015,1,板倉 滉,川崎フロンターレ,川崎ＦU-18,1997.01.27,MF
2015,1,車屋 紳太郎,川崎フロンターレ,筑波大,1992.04.05,MF
2015,1,仲川 輝人,横浜Ｆ・マリノス,専修大,1992.07.27,FW
2015,1,田口 潤人,横浜Ｆ・マリノス,横浜FMユース,1996.09.28,GK
2015,1,中島 賢星,横浜Ｆ・マリノス,東福岡高,1996.09.23,FW
2015,1,広瀬 健太,湘南ベルマーレ,日本体育大,1992.06.26,DF
2015,1,岡﨑 亮平,湘南ベルマーレ,中央大,1992.04.25,DF
2015,1,熊谷 駿,ヴァンフォーレ甲府,仙台育英高,1996.08.07,DF
2015,1,伊東 純也,ヴァンフォーレ甲府,神奈川大,1993.03.09,FW
2015,1,柴田 隆太朗,松本山雅ＦＣ,拓殖大,1992.11.25,FW
2015,1,谷奥 健四郎,松本山雅ＦＣ,順天堂大,1992.05.28,DF
2015,1,平松 宗,アルビレックス新潟,国士舘大,1992.11.20,FW
2015,1,松原 后,清水エスパルス,浜松開誠館高,1996.08.30,DF
2015,1,北川 航也,清水エスパルス,清水ユース,1996.07.26,FW
2015,1,水谷 拓磨,清水エスパルス,清水ユース,1996.04.24,DF
2015,1,宮本 航汰,清水エスパルス,清水ユース,1996.06.19,MF
2015,1,大武 峻,名古屋グランパス,福岡大,1992.11.24,DF
2015,1,林 瑞輝,ガンバ大阪,Ｇ大阪ユース,1996.09.04,GK
2015,1,嫁阪 翔太,ガンバ大阪,Ｇ大阪ユース,1996.10.19,MF
2015,1,妹尾 直哉,ガンバ大阪,Ｇ大阪ユース,1996.08.15,MF
2015,1,平尾 壮,ガンバ大阪,Ｇ大阪ユース,1996.07.01,FW
2015,1,増山 朝陽,ヴィッセル神戸,東福岡高,1997.01.29,MF
2015,1,山口 真司,ヴィッセル神戸,神戸U-18,1996.04.26,DF
2015,1,松澤 香輝,ヴィッセル神戸,早稲田大,1992.04.03,GK
2015,1,川崎 裕大,サンフレッチェ広島,流通経済大,1992.08.20,DF
2015,1,山﨑 凌吾,サガン鳥栖,福岡大,1992.09.20,FW
2015,1,福田 晃斗,サガン鳥栖,鹿屋体育大,1992.05.01,MF
2015,1,笹原 脩平,サガン鳥栖,秀岳館高,1996.11.22,DF
2015,1,鎌田 大地,サガン鳥栖,東山高,1996.08.05,MF
2015,2,進藤 亮佑,コンサドーレ札幌,札幌U-18,1996.06.07,DF
2015,2,今瀬 淳也,水戸ホーリーホック,国士舘大,1993.01.03,DF
2015,2,角口 大征,水戸ホーリーホック,関東一高,1996.07.15,FW
2015,2,麦倉 捺木,水戸ホーリーホック,柏U-18,1996.05.22,DF
2015,2,吉満 大介,栃木ＳＣ,鹿屋体育大,1993.02.21,GK
2015,2,大岩 亮太,ザスパクサツ群馬,秀岳館高,1996.08.05,FW
2015,2,小牟田 洋佑,ザスパクサツ群馬,駒澤大,1992.07.18,FW
2015,2,川岸 祐輔,ザスパクサツ群馬,駒澤大,1992.05.26,FW
2015,2,江坂 任,ザスパクサツ群馬,流通経済大,1992.05.31,MF
2015,2,髙山 和真,大宮アルディージャ,大宮ユース,1996.07.14,DF
2015,2,小島 幹敏,大宮アルディージャ,大宮ユース,1996.09.17,MF
2015,2,浦田 樹,ジェフユナイテッド千葉,千葉U-18,1997.01.29,DF
2015,2,仲村 京雅,ジェフユナイテッド千葉,千葉U-18,1996.04.25,MF
2015,2,北爪 健吾,ジェフユナイテッド千葉,専修大,1992.04.30,DF
2015,2,河津 良一,ジェフユナイテッド千葉,専修大,1992.05.22,DF
2015,2,伊藤 槙人,ジェフユナイテッド千葉,駒澤大,1992.10.18,DF
2015,2,中野 雅臣,東京ヴェルディ,東京Ｖユース,1996.04.09,MF
2015,2,三竿 健斗,東京ヴェルディ,東京Ｖユース,1996.04.16,MF
2015,2,大木 暁,東京ヴェルディ,駒澤大,1992.12.08,DF
2015,2,渋谷 亮,東京ヴェルディ,中央大,1992.07.25,MF
2015,2,楠元 秀真,横浜ＦＣ,産業能率大,1992.09.12,DF
2015,2,上田 悠起,横浜ＦＣ,成立学園高,1996.09.20,MF
2015,2,岩元 颯オリビエ,ジュビロ磐田,鹿児島城西高,1996.04.03,FW
2015,2,志村 滉,ジュビロ磐田,市立船橋高,1996.04.27,GK
2015,2,石田 崚真,ジュビロ磐田,磐田U-18,1996.06.21,DF
2015,2,上原 力也,ジュビロ磐田,磐田U-18,1996.08.25,MF
2015,2,清水 貴文,ジュビロ磐田,中京大,1992.06.30,MF
2015,2,小川 雄大,ＦＣ岐阜,山梨学院大学附属高,1996.10.04,MF
2015,2,苅部 隆太郎,ＦＣ岐阜,明治大,1992.12.19,MF
2015,2,小見 恵吾,ＦＣ岐阜,大阪学院大,1992.08.01,DF
2015,2,永島 悠史,京都サンガF.C.,京都U-18,1996.07.12,MF
2015,2,奥川 雅也,京都サンガF.C.,京都U-18,1996.04.14,FW
2015,2,大西 勇輝,京都サンガF.C.,京都U-18,1996.07.30,MF
2015,2,内田 恭兵,京都サンガF.C.,関西大,1992.11.05,DF
2015,2,和田 篤紀,京都サンガF.C.,関西大,1993.02.09,MF
2015,2,沖野 将基,セレッソ大阪,Ｃ大阪U-18,1996.12.13,MF
2015,2,阪本 将基,セレッソ大阪,Ｃ大阪U-18,1996.06.24,MF
2015,2,西本 雅崇,セレッソ大阪,Ｃ大阪U-18,1996.06.11,MF
2015,2,温井 駿斗,セレッソ大阪,Ｃ大阪U-18,1996.11.14,DF
2015,2,前川 大河,セレッソ大阪,Ｃ大阪U-18,1996.06.13,MF
2015,2,池田 樹雷人,セレッソ大阪,三菱養和ユース,1996.09.17,DF
2015,2,米澤 令衣,セレッソ大阪,神戸U-18,1996.07.20,MF
2015,2,似鳥 康太,ファジアーノ岡山,JFAアカデミー福島,1996.04.16,GK
2015,2,木和田 匡,ファジアーノ岡山,岡山U-18,1996.09.29,GK
2015,2,西林 直輝,ファジアーノ岡山,岡山U-18,1996.04.03,DF
2015,2,宮本 樹明,ファジアーノ岡山,岡山U-18,1997.03.16,DF
2015,2,佐々木 陽次,徳島ヴォルティス,東京学芸大,1992.07.02,MF
2015,2,近藤 貴司,愛媛ＦＣ,早稲田大,1992.04.26,MF
2015,2,田村 友,アビスパ福岡,福岡大,1992.11.22,MF
2015,2,邦本 宜裕,アビスパ福岡,浦和ユース,1997.10.08,FW
2015,2,弓崎 恭平,ギラヴァンツ北九州,福岡大,1992.10.30,DF
2015,2,梶原 夕希也,ギラヴァンツ北九州,北九州U-18,1996.06.24,DF
2015,2,中山 開帆,ギラヴァンツ北九州,近畿大,1993.01.11,GK
2015,2,小谷 健悟,ギラヴァンツ北九州,鹿屋体育大,1992.08.31,MF
2015,2,武内 大,Ｖ・ファーレン長崎,福岡大,1992.05.31,DF
2015,2,上形 洋介,Ｖ・ファーレン長崎,早稲田大,1992.09.25,FW
2015,2,北川 滉平,Ｖ・ファーレン長崎,桃山学院大,1995.04.29,MF
2015,2,田中 達也,ロアッソ熊本,九州産業大,1992.06.09,FW
2015,2,鈴木 翔登,ロアッソ熊本,流通経済大,1992.10.16,DF
2015,2,鈴木 義宜,大分トリニータ,宮崎産業経営大,1992.09.11,DF
2015,2,福森 直也,大分トリニータ,関西学院大,1992.08.29,DF
2015,2,坂井 大将,大分トリニータ,大分U-18,1997.01.18,MF
2015,2,佐藤 昂洋,大分トリニータ,大分U-18,1996.04.14,DF
2015,2,姫野 宥弥,大分トリニータ,大分U-18,1996.09.27,MF
2015,2,森川 裕基,カマタマーレ讃岐,立命館大,1993.01.07,MF
2015,2,星野 有亮,ツエーゲン金沢,専修大,1992.05.12,MF
2015,2,玉城 峻吾,ツエーゲン金沢,筑波大,1991.04.25,MF
2015,3,平石 直人,ＦＣ町田ゼルビア,東洋大,1992.06.23,DF
2015,3,中西 倫也,カターレ富山,桃山学院大,1992.04.12,FW
2015,3,馬渡 隼暉,カターレ富山,富山U-18,1996.10.03,FW
2015,3,中田 大貴,カターレ富山,新潟医療福祉大,1992.11.04,FW
2015,3,進藤 誠司,カターレ富山,国士舘大,1992.12.12,DF
2015,3,畑中 槙人,ガイナーレ鳥取,鳥取U-18,1996.06.07,FW
2015,3,石輪 聖人,ガイナーレ鳥取,鳥取U-18,1996.05.25,MF
2015,3,林 誠道,ガイナーレ鳥取,大阪産業大学附属高,1996.04.04,MF
2015,3,宮本 龍,ガイナーレ鳥取,同志社大,1992.08.04,MF
2015,3,秋山 貴嗣,ガイナーレ鳥取,関西大,1992.10.07,DF
2015,3,吉崎 弘宣,ガイナーレ鳥取,環太平洋大,1992.08.24,GK
2015,3,橘 一輝,ガイナーレ鳥取,国士舘大,1992.06.08,MF
2015,3,井上 黎生人,ガイナーレ鳥取,鹿児島実業高,1997.03.09,DF
2015,3,才藤 龍治,ＦＣ琉球,東京国際大,1993.03.12,FW
2015,3,今野 太祐,ＦＣ琉球,東京国際大,1992.12.18,GK
2015,3,菊野 太紀,ＦＣ琉球,拓殖大,1992.07.07,DF
2015,3,富樫 佑太,ＦＣ琉球,国学院久我山高,1995.12.18,MF
2015,3,船川 琢之介,ブラウブリッツ秋田,秋田商業高,1996.08.11,FW
2015,3,斎藤 純平,ブラウブリッツ秋田,駒澤大,1992.12.27,MF
2015,3,熊谷 達也,ブラウブリッツ秋田,仙台大,1992.09.25,MF
2015,3,浅沼 優瑠,横浜スポーツ&カルチャークラブ,東洋大,1992.04.12,GK
2015,3,泉 宗太郎,横浜スポーツ&カルチャークラブ,関西学院大,1992.08.05,MF
2015,3,吉田 颯,横浜スポーツ&カルチャークラブ,Y.S.C.C.セカンド,1992.10.04,DF
2015,3,佐々木 雅人,横浜スポーツ&カルチャークラブ,東洋大,1992.04.09,FW
2015,3,郡司 健太朗,横浜スポーツ&カルチャークラブ,神奈川大,1992.07.06,FW
2015,3,中山 和弥,横浜スポーツ&カルチャークラブ,仙台大,1992.05.10,DF
2015,3,宗近 慧,横浜スポーツ&カルチャークラブ,法政大,1992.05.29,DF
2015,3,添田 隆司,藤枝ＭＹＦＣ,東京大,1993.03.15,MF
2015,3,三橋 拓也,藤枝ＭＹＦＣ,びわこ成蹊スポーツ大,1992.03.06,MF
2015,3,中村 宏輝,藤枝ＭＹＦＣ,びわこ成蹊スポーツ大,1992.05.20,DF
2015,3,田島 昇太,藤枝ＭＹＦＣ,大阪経済大,1992.09.29,GK
2015,3,香川 勇気,レノファ山口ＦＣ,阪南大,1992.07.02,DF
2015,3,浦 紘史,レノファ山口ＦＣ,佐賀大,1992.10.10,MF
2015,3,原口 拓人,レノファ山口ＦＣ,関西大,1992.05.03,FW
2015,3,古澤 慶太,レノファ山口ＦＣ,桐蔭横浜大,1992.07.01,DF
2015,3,廣木 雄磨,レノファ山口ＦＣ,東京学芸大,1992.07.23,DF
2015,3,泉 悠哉,レノファ山口ＦＣ,徳山大,1992.12.18,DF
2015,3,星 広太,福島ユナイテッドＦＣ,神奈川大,1992.07.27,MF
2015,3,齋藤 恵太,福島ユナイテッドＦＣ,仙台大,1993.03.31,FW
2015,3,星 雄次,福島ユナイテッドＦＣ,法政大,1992.07.27,DF
2015,3,黒木 晃賢,ＳＣ相模原,横浜FCユース,1996.08.22,MF
2015,3,成田 恭輔,ＳＣ相模原,阪南大,1992.05.02,DF
2016,1,差波 優人,ベガルタ仙台,明治大,1993.06.28,MF
2016,1,常田 克人,ベガルタ仙台,青森山田高,1997.11.27,DF
2016,1,椎橋 慧也,ベガルタ仙台,市立船橋高,1997.06.20,DF
2016,1,佐々木 匠,ベガルタ仙台,仙台ユース,1998.03.30,MF
2016,1,小島 雅也,ベガルタ仙台,仙台ユース,1997.11.09,DF
2016,1,町田 浩樹,鹿島アントラーズ,鹿島ユース,1997.08.25,DF
2016,1,田中 稔也,鹿島アントラーズ,鹿島ユース,1997.12.02,MF
2016,1,平戸 太貴,鹿島アントラーズ,鹿島ユース,1997.04.18,MF
2016,1,垣田 裕暉,鹿島アントラーズ,鹿島ユース,1997.07.14,FW
2016,1,福島 春樹,浦和レッズ,専修大,1993.04.08,GK
2016,1,伊藤 涼太郎,浦和レッズ,作陽高,1998.02.06,MF
2016,1,山越 康平,大宮アルディージャ,明治大,1993.05.04,DF
2016,1,加藤 有輝,大宮アルディージャ,大宮ユース,1997.09.20,GK
2016,1,川田 拳登,大宮アルディージャ,大宮ユース,1997.07.09,FW
2016,1,黒川 淳史,大宮アルディージャ,大宮ユース,1998.02.04,MF
2016,1,藤沼 拓夢,大宮アルディージャ,大宮ユース,1997.06.14,FW
2016,1,湯澤 聖人,柏レイソル,流通経済大,1993.10.10,DF
2016,1,安西 海斗,柏レイソル,柏U-18,1998.02.19,MF
2016,1,滝本 晴彦,柏レイソル,柏U-18,1997.05.20,GK
2016,1,柳 貴博,ＦＣ東京,FC東京U-18,1997.08.05,DF
2016,1,室屋 成,ＦＣ東京,明治大,1994.04.05,DF
2016,1,長谷川 竜也,川崎フロンターレ,順天堂大,1994.03.07,FW
2016,1,新井 一耀,横浜Ｆ・マリノス,順天堂大,1993.11.08,DF
2016,1,和田 昌士,横浜Ｆ・マリノス,横浜FMユース,1997.04.11,FW
2016,1,遠藤 渓太,横浜Ｆ・マリノス,横浜FMユース,1997.11.22,MF
2016,1,富樫 敬真,横浜Ｆ・マリノス,関東学院大,1993.08.10,FW
2016,1,山根 視来,湘南ベルマーレ,桐蔭横浜大,1993.12.22,MF
2016,1,森 晃太,ヴァンフォーレ甲府,名古屋U18,1997.06.13,FW
2016,1,早川 史哉,アルビレックス新潟,筑波大,1994.01.12,DF
2016,1,端山 豪,アルビレックス新潟,慶應義塾大,1993.04.09,MF
2016,1,宮崎 幾笑,アルビレックス新潟,新潟U-18,1998.02.17,MF
2016,1,小川 航基,ジュビロ磐田,桐光学園高,1997.08.08,FW
2016,1,荒木 大吾,ジュビロ磐田,青山学院大,1994.02.17,MF
2016,1,大南 拓磨,ジュビロ磐田,鹿児島実業高,1997.12.13,DF
2016,1,高橋 諒,名古屋グランパス,明治大,1993.07.16,DF
2016,1,和泉 竜司,名古屋グランパス,明治大,1993.11.06,MF
2016,1,呉屋 大翔,ガンバ大阪,関西学院大,1994.01.02,FW
2016,1,野田 裕喜,ガンバ大阪,大津高,1997.07.27,DF
2016,1,一美 和成,ガンバ大阪,大津高,1997.11.10,FW
2016,1,初瀬 亮,ガンバ大阪,Ｇ大阪ユース,1997.07.10,DF
2016,1,市丸 瑞希,ガンバ大阪,Ｇ大阪ユース,1997.05.08,MF
2016,1,堂安 律,ガンバ大阪,Ｇ大阪ユース,1998.06.16,MF
2016,1,髙木 彰人,ガンバ大阪,Ｇ大阪ユース,1997.08.04,FW
2016,1,小林 成豪,ヴィッセル神戸,関西学院大,1994.01.08,MF
